Class,Weapon,Attachment,Attachment Type,Unlock
Support,M60-E4,Stubby Grip,Underbarrel,40 Kills
Support,M60-E4,M145 (3.4X),Optic,50 Kills
Support,M60-E4,Laser Sight,Accessory,60 Kills
Support,M60-E4,Compensator,Barrel,70 Kills
Support,M60-E4,Reflex (RDS),Optic,80 Kills
Support,M60-E4,Flash Light,Accessory,90 Kills
Support,M60-E4,ERGO Grip,Underbarrel,100 Kills
Support,M60-E4,Suppressor,Barrel,110 Kills
Support,M60-E4,ACOG (4X),Optic,120 Kills
Support,M60-E4,Angled Grip,Underbarrel,130 Kills
Support,M60-E4,Heavy Barrel,Barrel,140 Kills
Support,M60-E4,FLIR (IR 2X),Optic,BattlePack
Support,M60-E4,PRISMA (3.4X),Optic,BattlePack
Support,M60-E4,JGM-4 (4X),Optic,BattlePack
Support,M60-E4,Coyote (RDS),Optic,BattlePack
Support,M60-E4,Flash Hider,Barrel,BattlePack
Support,M60-E4,Folding Grip,Underbarrel,BattlePack
Support,M60-E4,Potato Grip,Underbarrel,BattlePack
Support,M60-E4,Vertical Grip,Underbarrel,BattlePack
Support,M60-E4,Green Laser Sight,Optic,BattlePack
Support,M60-E4,IRNV (IR 1X),Optic,BattlePack
Support,M60-E4,Kobra (RDS),Optic,BattlePack
Support,M60-E4,LS06 Suppressor,Barrel,BattlePack
Support,M60-E4,PBS-4 Suppressor,Barrel,BattlePack
Support,M60-E4,Laser/Light Combo,Accessory,BattlePack
Support,M60-E4,PKA-S (1X),Optic,BattlePack
Support,M60-E4,PK-A (3.4X),Optic,BattlePack
Support,M60-E4,PSO-1 (4X),Optic,BattlePack
Support,M60-E4,R2 Suppressor,Barrel,BattlePack
Support,M60-E4,Tactical Light,Accessory,BattlePack
Support,M60-E4,Tri Beam Laser,Accessory,BattlePack
Support,M60-E4,HD-33 (1X),Optic,BattlePack
Support,AWS,Iron Sights,Optic,Default
Support,AWS,Bipod,Underbarrel,Default
Support,AWS,Holo (1X),Optic,10 Kills
Support,AWS,Magnifier (2X),Accessory,20 Kills
Support,AWS,Muzzle Brake,Barrel,30 Kills
Support,AWS,Stubby Grip,Underbarrel,40 Kills
Support,AWS,M145 (3.4X),Optic,50 Kills
Support,AWS,Laser Sight,Accessory,60 Kills
Support,AWS,Compensator,Barrel,70 Kills
Support,AWS,Reflex (RDS),Optic,80 Kills
Support,AWS,Flash Light,Accessory,90 Kills
Support,AWS,ERGO Grip,Underbarrel,100 Kills
Support,AWS,Suppressor,Barrel,110 Kills
Support,AWS,ACOG (4X),Optic,120 Kills
Support,AWS,Angled Grip,Underbarrel,130 Kills
Support,AWS,Heavy Barrel,Barrel,140 Kills
Support,AWS,FLIR (IR 2X),Optic,BattlePack
Support,AWS,PRISMA (3.4X),Optic,BattlePack
Support,AWS,JGM-4 (4X),Optic,BattlePack
Support,AWS,Coyote (RDS),Optic,BattlePack
Support,AWS,Flash Hider,Barrel,BattlePack
Support,AWS,Folding Grip,Underbarrel,BattlePack
Support,AWS,Potato Grip,Underbarrel,BattlePack
Support,AWS,Vertical Grip,Underbarrel,BattlePack
Support,AWS,Green Laser Sight,Optic,BattlePack
Support,AWS,IRNV (IR 1X),Optic,BattlePack
Support,AWS,Kobra (RDS),Optic,BattlePack
Support,AWS,LS06 Suppressor,Barrel,BattlePack
Support,AWS,PBS-4 Suppressor,Barrel,BattlePack
Support,AWS,Laser/Light Combo,Accessory,BattlePack
Support,AWS,PKA-S (1X),Optic,BattlePack
Support,AWS,PK-A (3.4X),Optic,BattlePack
Support,AWS,PSO-1 (4X),Optic,BattlePack
Support,AWS,R2 Suppressor,Barrel,BattlePack
Support,AWS,Tactical Light,Accessory,BattlePack
Support,AWS,Tri Beam Laser,Accessory,BattlePack
Support,AWS,HD-33 (1X),Optic,BattlePack
Support,L86A1,Iron Sights,Optic,Default
Support,L86A1,Bipod,Underbarrel,Default
Support,L86A1,Holo (1X),Optic,10 Kills
Support,L86A1,Magnifier (2X),Optic,20 Kills
Support,L86A1,Muzzle Brake,Barrel,30 Kills
Support,L86A1,Stubby Grip,Underbarrel,40 Kills
Support,L86A1,M145 (3.4X),Optic,50 Kills
Support,L86A1,Laser Sight,Accessory,60 Kills
Support,L86A1,Compensator,Barrel,70 Kills
Support,L86A1,Reflex (RDS),Optic,80 Kills
Support,L86A1,Flash Light,Accessory,90 Kills
Support,L86A1,ERGO Grip,Underbarrel,100 Kills
Support,L86A1,Suppressor,Barrel,110 Kills
Support,L86A1,ACOG (4X),Optic,120 Kills
Support,L86A1,Angled Grip,Underbarrel,130 Kills
Support,L86A1,Heavy Barrel,Barrel,140 Kills
Support,L86A1,Coyote (RDS),Optic,BattlePack
Support,L86A1,Kobra (RDS),Optic,BattlePack
Support,L86A1,HD-33 (1X),Optic,BattlePack
Support,L86A1,PKA-S (1X),Optic,BattlePack
Support,L86A1,IRNV (IR 1X),Optic,BattlePack
Support,L86A1,FLIR (IR 2X),Optic,BattlePack
Support,L86A1,PRISMA (3.4X),Optic,BattlePack
Support,L86A1,PK-A (3.4X),Optic,BattlePack
Support,L86A1,JGM-4 (4X),Optic,BattlePack
Support,L86A1,PSO-1 (4X),Optic,BattlePack
Support,L86A1,Tactical Light,Accessory,BattlePack
Support,L86A1,Tri Beam Laser,Accessory,BattlePack
Support,L86A1,Green Laser Sight,Accessory,BattlePack
Support,L86A1,Laser/Light Combo,Accessory,BattlePack
Support,L86A1,Flash Hider,Barrel,BattlePack
Support,L86A1,LS06 Suppressor,Barrel,BattlePack
Support,L86A1,PBS-4 Suppressor,Barrel,BattlePack
Support,L86A1,R2 Suppressor,Barrel,BattlePack
Support,L86A1,Vertical Grip,Underbarrel,BattlePack
Support,L86A1,Folding Grip,Underbarrel,BattlePack
Support,L86A1,Potato Grip,Underbarrel,BattlePack
Recon,CS-LR4,Iron Sights,Optic,Default
Recon,CS-LR4,Bipod,Auxiliary,Default
Recon,CS-LR4,CL6X (6X),Optic,Default
Recon,CS-LR4,Variable Zoom (14X),Accessory,Default
Recon,CS-LR4,JGM-4 (4X),Optic,10 Kills
Recon,CS-LR4,Canted Ironsights,Accessory,20 Kills
Recon,CS-LR4,Straight Pull,Auxiliary,30 Kills
Recon,CS-LR4,Coyote (RDS),Optic,40 Kills
Recon,CS-LR4,Laser Sight,Accessory,50 Kills
Recon,CS-LR4,LS06 Suppressor,Barrel,60 Kills
Recon,CS-LR4,PRISMA (3.4X),Optic,70 Kills
Recon,CS-LR4,Flash Light,Accessory,80 Kills
Recon,CS-LR4,Muzzle Brake,Barrel,90 Kills
Recon,CS-LR4,HD-33 (1X),Optic,100 Kills
Recon,CS-LR4,Ballistic (40X),Optic,110 Kills
Recon,CS-LR4,Range Finder,Accessory,120 Kills
Recon,CS-LR4,ACOG (4X),Optic,BattlePack
Recon,CS-LR4,FLIR (IR 2X),Optic,BattlePack
Recon,CS-LR4,Holo (1X),Optic,BattlePack
Recon,CS-LR4,Flash Hider,Barrel,BattlePack
Recon,CS-LR4,Green Laser Sight,Optic,BattlePack
Recon,CS-LR4,IRNV (IR 1X),Optic,BattlePack
Recon,CS-LR4,Kobra (RDS),Optic,BattlePack
Recon,CS-LR4,M145 (3.4X),Optic,BattlePack
Recon,CS-LR4,PBS-4 Suppressor,Barrel,BattlePack
Recon,CS-LR4,Laser/Light Combo,Accessory,BattlePack
Recon,CS-LR4,PKA-S (1X),Optic,BattlePack
Recon,CS-LR4,PK-A (3.4X),Optic,BattlePack
Recon,CS-LR4,PKS-07 (7X),Optic,BattlePack
Recon,CS-LR4,PSO-1 (4X),Optic,BattlePack
Recon,CS-LR4,R2 Suppressor,Barrel,BattlePack
Recon,CS-LR4,Reflex (RDS),Optic,BattlePack
Recon,CS-LR4,Rifle Scope (8X),Optic,BattlePack
Recon,CS-LR4,Suppressor,Barrel,BattlePack
Recon,CS-LR4,Tactical Light,Accessory,BattlePack
Recon,CS-LR4,Tri Beam Laser,Accessory,BattlePack
Recon,CS-LR4,Hunter (20X),Optic,BattlePack
Recon,M40A5,Iron Sights,Optic,Default
Recon,M40A5,Rifle Scope (8X),Optic,Default
Recon,M40A5,Variable Zoom (14X),Accessory,10 Kills
Recon,M40A5,Bipod,Auxiliary,20 Kills
Recon,M40A5,ACOG (4X),Optic,30 Kills
Recon,M40A5,Canted Ironsights,Accessory,40 Kills
Recon,M40A5,Straight Pull,Auxiliary,50 Kills
Recon,M40A5,Reflex (RDS),Optic,60 Kills
Recon,M40A5,Laser Sight,Accessory,70 Kills
Recon,M40A5,Suppressor,Barrel,80 Kills
Recon,M40A5,M145 (3.4X),Optic,90 Kills
Recon,M40A5,Flash Light,Accessory,100 Kills
Recon,M40A5,Muzzle Brake,Barrel,110 Kills
Recon,M40A5,Holo (1X),Optic,120 Kills
Recon,M40A5,Ballistic (40X),Optic,130 Kills
Recon,M40A5,FLIR (IR 2X),Optic,BattlePack
Recon,M40A5,CL6X (6X),Optic,BattlePack
Recon,M40A5,PRISMA (3.4X),Optic,BattlePack
Recon,M40A5,JGM-4 (4X),Optic,BattlePack
Recon,M40A5,Coyote (RDS),Optic,BattlePack
Recon,M40A5,Flash Hider,Barrel,BattlePack
Recon,M40A5,Green Laser Sight,Optic,BattlePack
Recon,M40A5,IRNV (IR 1X),Optic,BattlePack
Recon,M40A5,Kobra (RDS),Optic,BattlePack
Recon,M40A5,LS06 Suppressor,Barrel,BattlePack
Recon,M40A5,PBS-4 Suppressor,Barrel,BattlePack
Recon,M40A5,Laser/Light Combo,Accessory,BattlePack
Recon,M40A5,PKA-S (1X),Optic,BattlePack
Recon,M40A5,PK-A (3.4X),Optic,BattlePack
Recon,M40A5,PKS-07 (7X),Optic,BattlePack
Recon,M40A5,PSO-1 (4X),Optic,BattlePack
Recon,M40A5,R2 Suppressor,Barrel,BattlePack
Recon,M40A5,Tactical Light,Accessory,BattlePack
Recon,M40A5,Tri Beam Laser,Accessory,BattlePack
Recon,M40A5,HD-33 (1X),Optic,BattlePack
Recon,M40A5,Hunter (20X),Optic,BattlePack
Recon,Scout Elite,Iron Sights,Optic,Default
Recon,Scout Elite,Rifle Scope (8X),Optic,Default
Recon,Scout Elite,Variable Zoom (14X),Accessory,10 Kills
Recon,Scout Elite,Bipod,Auxiliary,20 Kills
Recon,Scout Elite,ACOG (4X),Optic,30 Kills
Recon,Scout Elite,Canted Ironsights,Accessory,40 Kills
Recon,Scout Elite,Straight Pull,Auxiliary,50 Kills
Recon,Scout Elite,Reflex (RDS),Optic,60 Kills
Recon,Scout Elite,Laser Sight,Accessory,70 Kills
Recon,Scout Elite,Suppressor,Barrel,80 Kills
Recon,Scout Elite,M145 (3.4X),Optic,90 Kills
Recon,Scout Elite,Flash Light,Accessory,100 Kills
Recon,Scout Elite,Muzzle Brake,Barrel,110 Kills
Recon,Scout Elite,Holo (1X),Optic,120 Kills
Recon,Scout Elite,Ballistic (40X),Optic,130 Kills
Recon,Scout Elite,FLIR (IR 2X),Optic,BattlePack
Recon,Scout Elite,CL6X (6X),Optic,BattlePack
Recon,Scout Elite,PRISMA (3.4X),Optic,BattlePack
Recon,Scout Elite,JGM-4 (4X),Optic,BattlePack
Recon,Scout Elite,Coyote (RDS),Optic,BattlePack
Recon,Scout Elite,Flash Hider,Barrel,BattlePack
Recon,Scout Elite,Green Laser Sight,Optic,BattlePack
Recon,Scout Elite,IRNV (IR 1X),Optic,BattlePack
Recon,Scout Elite,Kobra (RDS),Optic,BattlePack
Recon,Scout Elite,LS06 Suppressor,Barrel,BattlePack
Recon,Scout Elite,PBS-4 Suppressor,Barrel,BattlePack
Recon,Scout Elite,Laser/Light Combo,Accessory,BattlePack
Recon,Scout Elite,PKA-S (1X),Optic,BattlePack
Recon,Scout Elite,PK-A (3.4X),Optic,BattlePack
Recon,Scout Elite,PKS-07 (7X),Optic,BattlePack
Recon,Scout Elite,PSO-1 (4X),Optic,BattlePack
Recon,Scout Elite,R2 Suppressor,Barrel,BattlePack
Recon,Scout Elite,Tactical Light,Accessory,BattlePack
Recon,Scout Elite,Tri Beam Laser,Accessory,BattlePack
Recon,Scout Elite,HD-33 (1X),Optic,BattlePack
Recon,Scout Elite,Hunter (20X),Optic,BattlePack
Recon,SV-98,Iron Sights,Optic,Default
Recon,SV-98,PKS-07 (7X),Optic,Default
Recon,SV-98,Variable Zoom (14X),Accessory,10 Kills
Recon,SV-98,Bipod,Auxiliary,20 Kills
Recon,SV-98,PSO-1 (4X),Optic,30 Kills
Recon,SV-98,Canted Ironsights,Accessory,40 Kills
Recon,SV-98,Straight Pull,Auxiliary,50 Kills
Recon,SV-98,Kobra (RDS),Optic,60 Kills
Recon,SV-98,Laser Sight,Accessory,70 Kills
Recon,SV-98,PBS-4 Suppressor,Barrel,80 Kills
Recon,SV-98,PK-A (3.4X),Optic,90 Kills
Recon,SV-98,Flash Light,Accessory,100 Kills
Recon,SV-98,Muzzle Brake,Barrel,110 Kills
Recon,SV-98,PKA-S (1X),Optic,120 Kills
Recon,SV-98,Ballistic (40X),Optic,130 Kills
Recon,SV-98,FLIR (IR 2X),Optic,BattlePack
Recon,SV-98,ACOG (4X),Optic,BattlePack
Recon,SV-98,CL6X (6X),Optic,BattlePack
Recon,SV-98,PRISMA (3.4X),Optic,BattlePack
Recon,SV-98,JGM-4 (4X),Optic,BattlePack
Recon,SV-98,Coyote (RDS),Optic,BattlePack
Recon,SV-98,Holo (1X),Optic,BattlePack
Recon,SV-98,Green Laser Sight,Optic,BattlePack
Recon,SV-98,IRNV (IR 1X),Optic,BattlePack
Recon,SV-98,LS06 Suppressor,Barrel,BattlePack
Recon,SV-98,M145 (3.4X),Optic,BattlePack
Recon,SV-98,Laser/Light Combo,Accessory,BattlePack
Recon,SV-98,R2 Suppressor,Barrel,BattlePack
Recon,SV-98,Reflex (RDS),Optic,BattlePack
Recon,SV-98,Rifle Scope (8X),Optic,BattlePack
Recon,SV-98,Suppressor,Barrel,BattlePack
Recon,SV-98,Tactical Light,Accessory,BattlePack
Recon,SV-98,Tri Beam Laser,Accessory,BattlePack
Recon,SV-98,HD-33 (1X),Optic,BattlePack
Recon,SV-98,Hunter (20X),Optic,BattlePack
Recon,SV-98,Flash Hider,Barrel,BattlePack
Recon,JNG-90,Iron Sights,Optic,Default
Recon,JNG-90,PKS-07 (7X),Optic,Default
Recon,JNG-90,Variable Zoom (14X),Accessory,10 Kills
Recon,JNG-90,Bipod,Auxiliary,20 Kills
Recon,JNG-90,PSO-1 (4X),Optic,30 Kills
Recon,JNG-90,Canted Ironsights,Accessory,40 Kills
Recon,JNG-90,Straight Pull,Auxiliary,50 Kills
Recon,JNG-90,Kobra (RDS),Optic,60 Kills
Recon,JNG-90,Laser Sight,Accessory,70 Kills
Recon,JNG-90,PBS-4 Suppressor,Barrel,80 Kills
Recon,JNG-90,PK-A (3.4X),Optic,90 Kills
Recon,JNG-90,Flash Light,Accessory,100 Kills
Recon,JNG-90,Muzzle Brake,Barrel,110 Kills
Recon,JNG-90,PKA-S (1X),Optic,120 Kills
Recon,JNG-90,Ballistic (40X),Optic,130 Kills
Recon,JNG-90,FLIR (IR 2X),Optic,BattlePack
Recon,JNG-90,ACOG (4X),Optic,BattlePack
Recon,JNG-90,CL6X (6X),Optic,BattlePack
Recon,JNG-90,PRISMA (3.4X),Optic,BattlePack
Recon,JNG-90,JGM-4 (4X),Optic,BattlePack
Recon,JNG-90,Coyote (RDS),Optic,BattlePack
Recon,JNG-90,Holo (1X),Optic,BattlePack
Recon,JNG-90,Green Laser Sight,Optic,BattlePack
Recon,JNG-90,IRNV (IR 1X),Optic,BattlePack
Recon,JNG-90,LS06 Suppressor,Barrel,BattlePack
Recon,JNG-90,M145 (3.4X),Optic,BattlePack
Recon,JNG-90,Laser/Light Combo,Accessory,BattlePack
Recon,JNG-90,R2 Suppressor,Barrel,BattlePack
Recon,JNG-90,Reflex (RDS),Optic,BattlePack
Recon,JNG-90,Rifle Scope (8X),Optic,BattlePack
Recon,JNG-90,Suppressor,Barrel,BattlePack
Recon,JNG-90,Tactical Light,Accessory,BattlePack
Recon,JNG-90,Tri Beam Laser,Accessory,BattlePack
Recon,JNG-90,HD-33 (1X),Optic,BattlePack
Recon,JNG-90,Hunter (20X),Optic,BattlePack
Recon,JNG-90,Flash Hider,Barrel,BattlePack
Recon,338-Recon,Iron Sights,Optic,Default
Recon,338-Recon,Rifle Scope (8X),Optic,Default
Recon,338-Recon,Variable Zoom (14X),Accessory,10 Kills
Recon,338-Recon,Bipod,Auxiliary,20 Kills
Recon,338-Recon,ACOG (4X),Optic,30 Kills
Recon,338-Recon,Canted Ironsights,Accessory,40 Kills
Recon,338-Recon,Straight Pull,Auxiliary,50 Kills
Recon,338-Recon,Reflex (RDS),Optic,60 Kills
Recon,338-Recon,Laser Sight,Accessory,70 Kills
Recon,338-Recon,Suppressor,Barrel,80 Kills
Recon,338-Recon,M145 (3.4X),Optic,90 Kills
Recon,338-Recon,Flash Light,Accessory,100 Kills
Recon,338-Recon,Muzzle Brake,Barrel,110 Kills
Recon,338-Recon,Holo (1X),Optic,120 Kills
Recon,338-Recon,Ballistic (40X),Optic,130 Kills
Recon,338-Recon,FLIR (IR 2X),Optic,BattlePack
Recon,338-Recon,CL6X (6X),Optic,BattlePack
Recon,338-Recon,PRISMA (3.4X),Optic,BattlePack
Recon,338-Recon,JGM-4 (4X),Optic,BattlePack
Recon,338-Recon,Coyote (RDS),Optic,BattlePack
Recon,338-Recon,Flash Hider,Barrel,BattlePack
Recon,338-Recon,Green Laser Sight,Optic,BattlePack
Recon,338-Recon,IRNV (IR 1X),Optic,BattlePack
Recon,338-Recon,Kobra (RDS),Optic,BattlePack
Recon,338-Recon,LS06 Suppressor,Barrel,BattlePack
Recon,338-Recon,PBS-4 Suppressor,Barrel,BattlePack
Recon,338-Recon,Laser/Light Combo,Accessory,BattlePack
Recon,338-Recon,PKA-S (1X),Optic,BattlePack
Recon,338-Recon,PK-A (3.4X),Optic,BattlePack
Recon,338-Recon,PKS-07 (7X),Optic,BattlePack
Recon,338-Recon,PSO-1 (4X),Optic,BattlePack
Recon,338-Recon,R2 Suppressor,Barrel,BattlePack
Recon,338-Recon,Tactical Light,Accessory,BattlePack
Recon,338-Recon,Tri Beam Laser,Accessory,BattlePack
Recon,338-Recon,HD-33 (1X),Optic,BattlePack
Recon,338-Recon,Hunter (20X),Optic,BattlePack
Recon,M98B,Flash Hider,,Default
Recon,M98B,Laser/Light Combo,,Default
Recon,M98B,Hunter (20X),,Default
Recon,M98B,Rifle Scope (8X),,Default
Recon,M98B,IRNV (IR 1X),,Default
Recon,M98B,Iron Sights,,Default
Recon,M98B,Variable Zoom (14X),Optic,10 Kills
Recon,M98B,Bipod,Auxiliary,20 Kills
Recon,M98B,ACOG (4X),Optic,30 Kills
Recon,M98B,Canted Iron,Accessory,40 Kills
Recon,M98B,Straight Pull,Auxiliary,50 Kills
Recon,M98B,Reflex (RDS),Optic,60 Kills
Recon,M98B,Laser Sight,Optic,70 Kills
Recon,M98B,Suppressor,Barrel,80 Kills
Recon,M98B,M145 (3.4X),Optic,90 Kills
Recon,M98B,Flash Light,Accessory,100 Kills
Recon,M98B,Muzzle Brake,Barrel,110 Kills
Recon,M98B,Holo (1X),Optic,120 Kills
Recon,M98B,Ballistic (40X),Optic,130 Kills
Recon,M98B,Range Finder,Accessory,140 Kills
Recon,M98B,Coyote (RDS),Optic,BattlePack
Recon,M98B,Kobra (RDS),Optic,BattlePack
Recon,M98B,HD-33 (1X),Optic,BattlePack
Recon,M98B,PKA-S (1X),Optic,BattlePack
Recon,M98B,FLIR (IR 2X),Optic,BattlePack
Recon,M98B,PRISMA (3.4X),Optic,BattlePack
Recon,M98B,PK-A (3.4X),Optic,BattlePack
Recon,M98B,JGM-4 (4X),Optic,BattlePack
Recon,M98B,PSO-1 (4X),Optic,BattlePack
Recon,M98B,CL6X (6X),Optic,BattlePack
Recon,M98B,PKS-07 (7X),Optic,BattlePack
Recon,M98B,Tactical Light,Accessory,BattlePack
Recon,M98B,Tri Beam Laser,Accessory,BattlePack
Recon,M98B,Green Laser Sight,Accessory,BattlePack
Recon,M98B,LS06 Suppressor,Barrel,BattlePack
Recon,M98B,PBS-4 Suppressor,Barrel,BattlePack
Recon,M98B,R2 Suppressor,Barrel,BattlePack
Recon,SRR-61,Iron Sights,Optic,Default
Recon,SRR-61,Rifle Scope (8X),Optic,Default
Recon,SRR-61,Variable Zoom (14X),Accessory,10 Kills
Recon,SRR-61,Bipod,Auxiliary,20 Kills
Recon,SRR-61,ACOG (4X),Optic,30 Kills
Recon,SRR-61,Canted Ironsights,Accessory,40 Kills
Recon,SRR-61,Straight Pull,Auxiliary,50 Kills
Recon,SRR-61,Reflex (RDS),Optic,60 Kills
Recon,SRR-61,Laser Sight,Accessory,70 Kills
Recon,SRR-61,Suppressor,Barrel,80 Kills
Recon,SRR-61,M145 (3.4X),Optic,90 Kills
Recon,SRR-61,Flash Light,Accessory,100 Kills
Recon,SRR-61,Muzzle Brake,Barrel,110 Kills
Recon,SRR-61,Holo (1X),Optic,120 Kills
Recon,SRR-61,Ballistic (40X),Optic,130 Kills
Recon,SRR-61,FLIR (IR 2X),Optic,BattlePack
Recon,SRR-61,CL6X (6X),Optic,BattlePack
Recon,SRR-61,PRISMA (3.4X),Optic,BattlePack
Recon,SRR-61,JGM-4 (4X),Optic,BattlePack
Recon,SRR-61,Coyote (RDS),Optic,BattlePack
Recon,SRR-61,Flash Hider,Barrel,BattlePack
Recon,SRR-61,Green Laser Sight,Optic,BattlePack
Recon,SRR-61,IRNV (IR 1X),Optic,BattlePack
Recon,SRR-61,Kobra (RDS),Optic,BattlePack
Recon,SRR-61,LS06 Suppressor,Barrel,BattlePack
Recon,SRR-61,PBS-4 Suppressor,Barrel,BattlePack
Recon,SRR-61,Laser/Light Combo,Accessory,BattlePack
Recon,SRR-61,PKA-S (1X),Optic,BattlePack
Recon,SRR-61,PK-A (3.4X),Optic,BattlePack
Recon,SRR-61,PKS-07 (7X),Optic,BattlePack
Recon,SRR-61,PSO-1 (4X),Optic,BattlePack
Recon,SRR-61,R2 Suppressor,Barrel,BattlePack
Recon,SRR-61,Tactical Light,Accessory,BattlePack
Recon,SRR-61,Tri Beam Laser,Accessory,BattlePack
Recon,SRR-61,HD-33 (1X),Optic,BattlePack
Recon,SRR-61,Hunter (20X),Optic,BattlePack
Recon,FY-JS,Iron Sights,Optic,Default
Recon,FY-JS,CL6X (6X),Optic,Default
Recon,FY-JS,Variable Zoom (14X),Accessory,10 Kills
Recon,FY-JS,Bipod,Auxiliary,20 Kills
Recon,FY-JS,JGM-4 (4X),Optic,30 Kills
Recon,FY-JS,Canted Ironsights,Accessory,40 Kills
Recon,FY-JS,Straight Pull,Auxiliary,50 Kills
Recon,FY-JS,Coyote (RDS),Optic,60 Kills
Recon,FY-JS,Laser Sight,Accessory,70 Kills
Recon,FY-JS,LS06 Suppressor,Barrel,80 Kills
Recon,FY-JS,PRISMA (3.4X),Optic,90 Kills
Recon,FY-JS,Flash Light,Accessory,100 Kills
Recon,FY-JS,Muzzle Brake,Barrel,110 Kills
Recon,FY-JS,Tri Beam Laser,Accessory,120 Kils
Recon,FY-JS,Ballistic (40X),Optic,130 Kills
Recon,FY-JS,ACOG (4X),Optic,BattlePack
Recon,FY-JS,FLIR (IR 2X),Optic,BattlePack
Recon,FY-JS,Holo (1X),Optic,BattlePack
Recon,FY-JS,Flash Hider,Barrel,BattlePack
Recon,FY-JS,Green Laser Sight,Optic,BattlePack
Recon,FY-JS,IRNV (IR 1X),Optic,BattlePack
Recon,FY-JS,Kobra (RDS),Optic,BattlePack
Recon,FY-JS,M145 (3.4X),Optic,BattlePack
Recon,FY-JS,PBS-4 Suppressor,Barrel,BattlePack
Recon,FY-JS,Laser/Light Combo,Accessory,BattlePack
Recon,FY-JS,PKA-S (1X),Optic,BattlePack
Recon,FY-JS,PK-A (3.4X),Optic,BattlePack
Recon,FY-JS,PKS-07 (7X),Optic,BattlePack
Recon,FY-JS,PSO-1 (4X),Optic,BattlePack
Recon,FY-JS,R2 Suppressor,Barrel,BattlePack
Recon,FY-JS,Reflex (RDS),Optic,BattlePack
Recon,FY-JS,Rifle Scope (8X),Optic,BattlePack
Recon,FY-JS,Suppressor,Barrel,BattlePack
Recon,FY-JS,Tactical Light,Accessory,BattlePack
Recon,FY-JS,Hunter (20X),Optic,BattlePack
Recon,L96A1,Iron Sights,Optic,Default
Recon,L96A1,Rifle Scope (8X),Optic,Default
Recon,L96A1,Variable Zoom (14X),Accessory,10 Kills
Recon,L96A1,Bipod,Auxiliary,20 Kills
Recon,L96A1,ACOG (4X),Optic,30 Kills
Recon,L96A1,Canted Ironsights,Accessory,40 Kills
Recon,L96A1,Straight Pull,Auxiliary,50 Kills
Recon,L96A1,Reflex (RDS),Optic,60 Kills
Recon,L96A1,Laser Sight,Accessory,70 Kills
Recon,L96A1,Suppressor,Barrel,80 Kills
Recon,L96A1,M145 (3.4X),Optic,90 Kills
Recon,L96A1,Flash Light,Accessory,100 Kills
Recon,L96A1,Muzzle Brake,Barrel,110 Kills
Recon,L96A1,Holo (1X),Optic,120 Kills
Recon,L96A1,Ballistic (40X),Optic,130 Kills
Recon,L96A1,FLIR (IR 2X),Optic,BattlePack
Recon,L96A1,CL6X (6X),Optic,BattlePack
Recon,L96A1,PRISMA (3.4X),Optic,BattlePack
Recon,L96A1,JGM-4 (4X),Optic,BattlePack
Recon,L96A1,Coyote (RDS),Optic,BattlePack
Recon,L96A1,Flash Hider,Barrel,BattlePack
Recon,L96A1,Green Laser Sight,Optic,BattlePack
Recon,L96A1,IRNV (IR 1X),Optic,BattlePack
Recon,L96A1,Kobra (RDS),Optic,BattlePack
Recon,L96A1,LS06 Suppressor,Barrel,BattlePack
Recon,L96A1,PBS-4 Suppressor,Barrel,BattlePack
Recon,L96A1,Laser/Light Combo,Accessory,BattlePack
Recon,L96A1,PKA-S (1X),Optic,BattlePack
Recon,L96A1,PK-A (3.4X),Optic,BattlePack
Recon,L96A1,PKS-07 (7X),Optic,BattlePack
Recon,L96A1,PSO-1 (4X),Optic,BattlePack
Recon,L96A1,R2 Suppressor,Barrel,BattlePack
Recon,L96A1,Tactical Light,Accessory,BattlePack
Recon,L96A1,Tri Beam Laser,Accessory,BattlePack
Recon,L96A1,HD-33 (1X),Optic,BattlePack
Recon,L96A1,Hunter (20X),Optic,BattlePack
Recon,GOL Magnum,Iron Sights,Optic,Default
Recon,GOL Magnum,Rifle Scope (8X),Optic,Default
Recon,GOL Magnum,Variable Zoom (14X),Accessory,10 Kills
Recon,GOL Magnum,Bipod,Auxiliary,20 Kills
Recon,GOL Magnum,ACOG (4X),Optic,30 Kills
Recon,GOL Magnum,Canted Ironsights,Accessory,40 Kills
Recon,GOL Magnum,Straight Pull,Auxiliary,50 Kills
Recon,GOL Magnum,Reflex (RDS),Optic,60 Kills
Recon,GOL Magnum,Laser Sight,Accessory,70 Kills
Recon,GOL Magnum,Suppressor,Barrel,80 Kills
Recon,GOL Magnum,M145 (3.4X),Optic,90 Kills
Recon,GOL Magnum,Flash Light,Accessory,100 Kills
Recon,GOL Magnum,Muzzle Brake,Barrel,110 Kills
Recon,GOL Magnum,Holo (1X),Optic,120 Kills
Recon,GOL Magnum,Ballistic (40X),Optic,130 Kills
Recon,GOL Magnum,FLIR (IR 2X),Optic,BattlePack
Recon,GOL Magnum,CL6X (6X),Optic,BattlePack
Recon,GOL Magnum,PRISMA (3.4X),Optic,BattlePack
Recon,GOL Magnum,JGM-4 (4X),Optic,BattlePack
Recon,GOL Magnum,Coyote (RDS),Optic,BattlePack
Recon,GOL Magnum,Flash Hider,Barrel,BattlePack
Recon,GOL Magnum,Green Laser Sight,Optic,BattlePack
